word,vector
4663,"[-0.13389521837234497,0.008194663561880589,0.022397542372345924,-0.04285721480846405,0.038078248500823975]"
6881,"[-0.16467474400997162,0.00257505988702178,0.13432849943637848,-0.04911942034959793,-0.09080536663532257]"
58803,"[-0.21810270845890045,-0.1542336642742157,0.14012719690799713,-0.19917629659175873,-0.02608080394566059]"
3060,"[0.0013767010532319546,-0.03935965523123741,0.010162148624658585,-0.1843045949935913,-0.0837755799293518]"
30825,"[0.008019104599952698,-0.12440845370292664,-0.006138611119240522,-0.07909750938415527,-0.04082752764225006]"
77893,"[-0.05012011528015137,-0.07468122243881226,-0.03426314890384674,-0.11108566075563431,-0.11215490102767944]"
123200,"[-0.17191089689731598,-0.1985466629266739,0.2587525248527527,-0.07514385133981705,-0.06329456716775894]"
26150,"[-0.09278269857168198,0.04245413839817047,0.0031474456191062927,-0.0342693068087101,-0.10484612733125687]"
2530,"[-0.013786602765321732,-0.08112325519323349,0.1148967444896698,-0.11065518856048584,-0.0804004967212677]"
5048,"[0.08719506114721298,-0.02998099848628044,0.03676026314496994,-0.058904919773340225,0.006356639787554741]"
182299,"[-0.10844758152961731,-0.04350458085536957,0.13215716183185577,-0.18625955283641815,-0.04763177037239075]"
3863,"[-0.09006675332784653,0.06431833654642105,0.16497169435024261,-0.26656246185302734,0.03324629366397858]"
1096,"[0.172629252076149,0.04997396096587181,-0.24789908528327942,0.06012280285358429,-0.1318492442369461]"
25757,"[0.03402002900838852,-0.01693681627511978,0.0500476136803627,-0.04798973724246025,-0.17495490610599518]"
59421,"[-0.09715293347835541,-0.09247312694787979,0.042802609503269196,-0.027212126180529594,-0.032339323312044144]"
4994,"[0.0439605787396431,-0.17491351068019867,0.13572828471660614,-0.1354091465473175,0.023018699139356613]"
6157,"[0.02694939449429512,-0.03682630881667137,0.09655853360891342,0.004284926224499941,-0.0629686787724495]"
1457,"[-0.08768177032470703,-0.08390162140130997,-0.03024946339428425,-0.10487865656614304,0.08421643823385239]"
152173,"[-0.05827057361602783,0.03493368998169899,0.04486033320426941,-0.10185924172401428,0.02116471901535988]"
6286,"[-0.12541303038597107,-0.05356703698635101,0.097857266664505,-0.17760957777500153,-0.03780806437134743]"
4396,"[-0.14608457684516907,-0.08047255873680115,0.062108106911182404,-0.0036512643564492464,-0.13698746263980865]"
57,"[0.05606764182448387,-0.009610860608518124,-0.08636323362588882,0.04294861480593681,-0.09015624225139618]"
136834,"[-0.08875513821840286,0.002893493976444006,0.17391416430473328,-0.1620894819498062,-0.010901546105742455]"
27820,"[-0.21943369507789612,-0.19759787619113922,-0.01916172169148922,-0.13144703209400177,-0.13441337645053864]"
65514,"[-0.21505911648273468,-0.13998709619045258,0.2576884329319,-0.24294741451740265,-0.2207890897989273]"
935,"[0.051033832132816315,0.04067368060350418,-0.09918137639760971,0.02052677795290947,-0.07973170280456543]"
113280,"[0.0002048797905445099,0.03363417461514473,-0.06305468827486038,-0.051388245075941086,-0.04813854768872261]"
3196,"[0.06517178565263748,-0.021315619349479675,0.06529879570007324,-0.07673893868923187,-0.006780561059713364]"
1372,"[-0.32986536622047424,-0.06634967029094696,-0.32537978887557983,0.22325313091278076,-0.09079364687204361]"
8138,"[-0.0223463773727417,-0.052820101380348206,0.006246756762266159,0.028169946745038033,0.021370112895965576]"
2087,"[-0.2529568374156952,-0.05025693029165268,0.11733860522508621,-0.05873893201351166,-0.0369313508272171]"
3358,"[-0.013487334363162518,-0.08867368847131729,0.022021610289812088,-0.06605853140354156,-0.1346234232187271]"
4002,"[-0.12053932249546051,0.06395275890827179,0.10291022062301636,-0.11102612316608429,0.05615682899951935]"
97860,"[0.06443250924348831,0.008785040117800236,0.035418663173913956,-0.14348168671131134,-0.10260672867298126]"
605,"[-0.03783593699336052,0.0806032046675682,0.010706002824008465,0.09134946763515472,-0.03773266449570656]"
924,"[0.22473736107349396,-0.3873754143714905,-0.8511066436767578,0.36121872067451477,0.2552424967288971]"
2033,"[-0.09991766512393951,-0.07080340385437012,0.0026150261983275414,-0.041526928544044495,0.036440569907426834]"
91094,"[-0.052269577980041504,-0.0427236333489418,0.08196169883012772,-0.06681715697050095,-0.1597299873828888]"
213,"[0.09358596056699753,0.12749624252319336,0.03617183119058609,0.10325197875499725,-0.01388167031109333]"
96004,"[0.07956021279096603,-0.023431777954101562,0.0623646080493927,0.02911374345421791,-0.08983302116394043]"
139994,"[-0.015793172642588615,-0.08260230720043182,0.1907026767730713,-0.023923389613628387,-0.09584422409534454]"
2718,"[-0.04836467653512955,-0.06852536648511887,0.028019912540912628,-0.0057427361607551575,0.005535149946808815]"
3093,"[-0.02682764083147049,-0.09972351789474487,-0.08580861985683441,-0.09810105711221695,-0.08711771667003632]"
1056,"[0.06652117520570755,0.011155990883708,0.0002769371494650841,-0.06283718347549438,0.07420765608549118]"
285,"[0.07539701461791992,0.0464654266834259,-0.004159419797360897,-0.07491784542798996,0.07117033749818802]"
84414,"[-0.12047488987445831,-0.05937511473894119,0.0707084909081459,0.033956922590732574,0.0036205220967531204]"
4262,"[-0.61329185962677,-0.14384083449840546,0.351104199886322,-0.08424776792526245,0.05803266912698746]"
3425,"[-0.0693039521574974,-0.04319850355386734,0.1325376331806183,0.021868564188480377,0.03048090450465679]"
292,"[-0.40542906522750854,0.49305978417396545,0.5739928483963013,0.9267944693565369,0.6325094103813171]"
2924,"[-0.07177772372961044,-0.056874487549066544,-0.022632697597146034,-0.10490284115076065,-0.14133913815021515]"
108,"[-0.03656269237399101,0.028874242678284645,-0.02084009349346161,-0.020057903602719307,-0.07014814764261246]"
4055,"[0.06388393044471741,-0.0932268276810646,-0.02343074232339859,0.042580608278512955,0.02544349618256092]"
3538,"[-0.004747854080051184,-0.012115138582885265,0.01657136157155037,-0.014923877082765102,0.006956684403121471]"
142422,"[-0.37717530131340027,-0.20481736958026886,0.2320035845041275,-0.3053169250488281,-0.1895696222782135]"
6974,"[-0.10447899997234344,-0.02897491678595543,0.08603033423423767,-0.03721943497657776,-0.04195377230644226]"
505,"[0.022796595469117165,-0.015582271851599216,0.061938971281051636,0.0010526685509830713,-0.05948275700211525]"
45382,"[-0.11035404354333878,-0.030955374240875244,-0.07003094255924225,-0.06676854938268661,-0.0190269872546196]"
91947,"[-0.08430872857570648,-0.1732560694217682,0.14777813851833344,-0.06377106159925461,-0.06534317135810852]"
79553,"[-0.06785443425178528,-0.053418345749378204,0.012829243205487728,-0.12463559955358505,0.008188442327082157]"
6669,"[-0.1343293935060501,-0.08393052220344543,0.12331745028495789,-0.07363523542881012,-0.1201023980975151]"
6297,"[0.022578278556466103,-0.1981765329837799,0.2839052379131317,-0.25335264205932617,-0.06449643522500992]"
3098,"[-0.11695674061775208,0.03592805191874504,0.13894596695899963,-0.15662212669849396,0.011405753903090954]"
259,"[0.08435410261154175,0.04686126857995987,0.0392470620572567,0.015409155748784542,-0.015444597229361534]"
179427,"[-0.2946179509162903,-0.22313645482063293,0.29087454080581665,-0.13896572589874268,-0.19481804966926575]"
1678,"[-0.11013633012771606,-0.028437282890081406,0.08587615936994553,0.06906429678201675,-0.07591836154460907]"
91630,"[-0.2381582111120224,-0.18877235054969788,0.21867844462394714,-0.16169458627700806,-0.36924684047698975]"
7063,"[-0.12229567021131516,-0.10797318071126938,0.30454394221305847,-0.278366357088089,-0.10313281416893005]"
6981,"[0.05417848378419876,0.007479875348508358,0.06009359657764435,-0.10930836200714111,-0.10152474045753479]"
25773,"[0.022046919912099838,-0.04597614333033562,0.0109971072524786,-0.11911339312791824,-0.1418149471282959]"
3735,"[-0.1876409649848938,-0.20098043978214264,0.0507705993950367,-0.2595216631889343,-0.20058514177799225]"
113862,"[0.022356778383255005,-0.025631742551922798,-0.02881474234163761,-0.0820155069231987,0.03558402135968208]"
945,"[0.07292211800813675,-0.0694788470864296,0.12282247841358185,-0.12702398002147675,-0.01062882598489523]"
70641,"[-0.01410510390996933,-0.024358674883842468,-0.06254282593727112,-0.0569952167570591,0.07480278611183167]"
8268,"[-0.026343805715441704,-0.015630275011062622,0.04659305140376091,-0.09275884181261063,-0.07565455883741379]"
8966,"[-0.010003555566072464,0.002494683489203453,0.1339179277420044,-0.02075263299047947,0.035547614097595215]"
2436,"[-0.1081288754940033,-0.006775757297873497,0.09753849357366562,-0.048639535903930664,-0.010543574579060078]"
60289,"[-0.1392667144536972,-0.13455374538898468,0.13471005856990814,-0.17507517337799072,-0.15734721720218658]"
3298,"[0.058048781007528305,0.053726762533187866,0.1397465467453003,-0.23364035785198212,0.003346598707139492]"
99145,"[-0.07186979800462723,-0.16011765599250793,0.0696246325969696,-0.01906917616724968,-0.14358872175216675]"
691,"[-0.03304338827729225,0.0913655087351799,0.034433990716934204,0.013371718116104603,-0.06661633402109146]"
40819,"[-0.13266131281852722,-0.07258680462837219,0.10146402567625046,-0.1873389482498169,-0.30213212966918945]"
1234,"[-0.4437161386013031,0.03693626821041107,-0.869452178478241,0.8042743802070618,-0.4354742467403412]"
5873,"[-0.07584552466869354,-0.15288738906383514,0.019092246890068054,-0.04867184907197952,-0.15021191537380219]"
248,"[0.03278554975986481,-0.008530919440090656,0.10256063938140869,0.028588593006134033,0.036610424518585205]"
6331,"[-0.018295545130968094,-0.12758761644363403,0.19369393587112427,-0.1735001504421234,-0.2161298245191574]"
3257,"[0.09231454133987427,-0.0011173312086611986,-0.01917431689798832,-0.13820454478263855,-0.021242979913949966]"
5959,"[-0.07471773773431778,-0.13680700957775116,0.08314653486013412,0.06679993867874146,-0.08480972796678543]"
102481,"[-0.14582738280296326,-0.17547209560871124,0.07643955945968628,-0.2547987699508667,-0.07819437980651855]"
1251,"[-0.22847549617290497,0.05800139531493187,-0.2990448474884033,0.26162225008010864,0.024149972945451736]"
6377,"[0.34941598773002625,-0.38517889380455017,0.1917543113231659,-0.49523061513900757,-0.24034206569194794]"
62434,"[-0.24669276177883148,-0.04879826679825783,0.14506931602954865,-0.1104402244091034,-0.14395035803318024]"
3466,"[-0.022376535460352898,-0.025452017784118652,0.006014804355800152,-0.006949189119040966,-0.05343811213970184]"
2019,"[-0.015197033993899822,0.35664990544319153,0.07847712188959122,-0.2715568542480469,0.04372038319706917]"
85022,"[-0.06945792585611343,-0.052421487867832184,0.12237930297851562,0.030022215098142624,0.019158372655510902]"
106782,"[-0.42148715257644653,-0.08867926895618439,0.19893670082092285,-0.2606823742389679,-0.4661669135093689]"
47200,"[-0.09062016010284424,0.02818049117922783,-0.04416817054152489,-0.11776190251111984,-0.04580521211028099]"
61160,"[0.035762038081884384,-0.061772409826517105,-0.05805142968893051,0.03351264074444771,0.005676730070263147]"
95519,"[-0.014439164660871029,0.04182976856827736,0.05792415142059326,0.020767511799931526,-0.0413845032453537]"
6874,"[0.03851601481437683,0.06305602937936783,0.3136054277420044,-0.5548605918884277,-0.4334881603717804]"
107630,"[-0.16731514036655426,-0.0030203149653971195,0.09151718765497208,-0.11336597055196762,-0.10972357541322708]"
93363,"[0.0347759909927845,0.04799869284033775,0.1359720379114151,-0.0902990996837616,0.01567334309220314]"
4356,"[-0.08471965044736862,-0.11413249373435974,0.02930339425802231,-0.027022406458854675,-0.05457931011915207]"
110330,"[-0.18353500962257385,-0.17203207314014435,0.11673438549041748,-0.07371198385953903,-0.03240634500980377]"
183199,"[-0.12958376109600067,-0.06580525636672974,0.08276032656431198,0.06020535156130791,0.031013045459985733]"
2058,"[-0.1542615443468094,0.14137476682662964,0.14465098083019257,-0.0648726224899292,0.02182593196630478]"
176101,"[-0.2718334496021271,-0.308550089597702,0.27367153763771057,-0.34461942315101624,-0.10045480728149414]"
151739,"[-0.16279102861881256,-0.17978350818157196,0.08673741668462753,-0.08134546130895615,-0.14431190490722656]"
921,"[-0.000169101869687438,0.06704816222190857,-0.10214795917272568,-0.003627592697739601,0.10787265002727509]"
1356,"[-0.2592380940914154,-0.014287637546658516,-0.6955574750900269,0.20243720710277557,-0.22473229467868805]"
34528,"[-0.0763586163520813,-0.022330962121486664,-0.014012627303600311,-0.14856763184070587,-0.1738399863243103]"
191005,"[-0.09811652451753616,-0.07690208405256271,0.12207618355751038,-0.06984123587608337,-0.0999293327331543]"
56587,"[-0.12414224445819855,-0.051011256873607635,0.0288427472114563,-0.1244836375117302,-0.01227965485304594]"
5421,"[-0.030814066529273987,-0.10670676827430725,0.023307379335165024,-0.10801181942224503,-0.1116577759385109]"
3742,"[-0.2271360605955124,-0.08693677186965942,0.2509150207042694,-0.2912554144859314,-0.10399148613214493]"
1732,"[-0.3704400360584259,0.26953890919685364,-0.11814122647047043,0.20874638855457306,-0.3145260512828827]"
65126,"[-0.09330189973115921,0.015523725189268589,0.09636397659778595,-0.0477704256772995,-0.011173470877110958]"
1835,"[-0.031849708408117294,-0.05048321560025215,0.051336489617824554,0.027892304584383965,0.02425106056034565]"
39516,"[-0.08695697039365768,0.08300648629665375,0.009609014727175236,0.05185246095061302,0.07177391648292542]"
44004,"[0.042754434049129486,-0.00835254043340683,-0.07255123555660248,0.07511727511882782,-0.12964779138565063]"
3581,"[-0.08795234560966492,-0.057061899453401566,0.07508586347103119,-0.026728376746177673,-0.06140449270606041]"
4116,"[0.09737899154424667,-0.016946833580732346,0.06838783621788025,-0.05741460993885994,-0.026148907840251923]"
86833,"[-0.11091284453868866,-0.22216223180294037,0.11390615254640579,-0.21768809854984283,-0.3021257519721985]"
4276,"[0.057604458183050156,-0.00298716826364398,0.08884748071432114,-0.02532690390944481,-0.09816082566976547]"
5341,"[0.031977329403162,-0.04868703335523605,0.02948296070098877,-0.09211975336074829,0.05960801616311073]"
2889,"[-0.04655218496918678,-0.08898687362670898,0.013413782231509686,-0.018265077844262123,-0.06956057995557785]"
54259,"[-0.1827363520860672,-0.20645450055599213,0.015531187877058983,-0.2994009256362915,-0.18507006764411926]"
51357,"[0.05478696897625923,0.031411487609148026,-0.050677619874477386,-0.05572265759110451,0.09353267401456833]"
38304,"[-0.06843261420726776,-0.12925119698047638,0.012013720348477364,0.00917528010904789,-0.045955486595630646]"
364,"[-0.759436845779419,0.12604114413261414,0.5554722547531128,1.1477426290512085,1.3855912685394287]"
26527,"[-0.08961040526628494,-0.0010463794460520148,-0.05305688828229904,0.006778203882277012,-0.04406468942761421]"
129514,"[-0.06394993513822556,-0.140555277466774,0.13375376164913177,-0.04651857912540436,-0.1491260677576065]"
2852,"[-0.011817780323326588,-0.007345631718635559,-0.037437111139297485,-0.024517444893717766,-0.07826918363571167]"
1024,"[-0.008005108684301376,0.06012949347496033,-0.1520812064409256,-0.010645011439919472,0.022720536217093468]"
32,"[0.6526797413825989,0.6470141410827637,0.9061012268066406,0.9328749775886536,0.020595358684659004]"
8754,"[0.0037705842405557632,0.06118560582399368,0.06954802572727203,-0.07879871129989624,-0.048846881836652756]"
53355,"[0.0604170486330986,0.051710210740566254,0.02876809798181057,0.017735028639435768,0.029087062925100327]"
3758,"[-0.006256134249269962,-0.05134931206703186,-0.024321557953953743,0.07887633889913559,-0.06794340163469315]"
7572,"[-0.007836278527975082,-0.08564625680446625,0.043347422033548355,0.007060641422867775,0.01660408452153206]"
68848,"[-0.0272197425365448,-0.04058882221579552,-0.021576279774308205,0.01819280907511711,0.08234421908855438]"
126142,"[0.006159117445349693,-0.01991206780076027,0.0736330896615982,-0.050204332917928696,-0.09570500254631042]"
1240,"[-0.6139544248580933,0.00846247747540474,-1.102550983428955,1.0853559970855713,-0.5927685499191284]"
185,"[-0.10294236242771149,0.3280291259288788,0.44772157073020935,0.7996941208839417,0.2218012809753418]"
2262,"[-0.032229211181402206,0.04400398209691048,0.05512535199522972,0.022343382239341736,0.08016859740018845]"
102217,"[-0.10237699002027512,0.04245344549417496,0.023717395961284637,-0.08338668942451477,-0.018711760640144348]"
3243,"[-0.06853245198726654,-0.05830942839384079,0.045948710292577744,-0.0726199597120285,-0.08557707816362381]"
